tempoExperimento;alturaTanque1;alturaTanque2;tensaoBomba;erro
243;9.5;9.3;2.4;-0.3
244;9.8;9.7;2.3;-0.6
245;9.9;9.5;2.2;-0.4
246;9.7;9.6;2.1;-0.6
247;9.7;10.1;1.9;-0.5
249;9.9;9.6;1.7;-0.7
250;9.8;9.7;1.6;-0.6
251;9.7;9.8;1.5;-0.5
252;9.6;9.9;1.4;-0.6
253;9.7;10.0;1.3;-0.4
254;9.5;9.5;1.2;-0.2
255;9.6;9.5;1.1;-0.4
256;9.1;9.5;1.1;0.0
257;9.3;9.4;1.1;0.2
258;8.9;9.3;1.2;0.1
259;8.5;9.2;1.2;0.2
261;8.8;9.0;1.4;0.6
262;8.5;8.8;1.5;0.4
263;8.6;9.2;1.6;0.5
264;8.5;9.0;1.6;0.5
265;8.6;9.0;1.7;0.8
267;8.4;9.1;2.0;0.6
268;8.6;9.2;2.1;0.5
269;8.8;9.0;2.1;0.3
270;9.0;9.3;2.2;0.1
271;9.4;9.2;2.2;0.3
273;8.8;9.4;2.2;0.2
274;9.0;9.4;2.2;-0.2
275;9.3;9.4;2.1;0.1
276;9.3;9.5;2.1;-0.3
277;9.2;9.5;2.0;-0.4
279;9.8;9.4;1.9;-0.2
280;9.8;9.7;1.9;-0.3
281;9.8;9.7;1.8;-0.6
282;9.7;9.7;1.7;-0.4
283;9.4;9.8;1.6;-0.5
284;9.7;9.4;1.6;-0.4
285;9.7;9.7;1.5;-0.2
286;9.3;9.7;1.4;-0.1
287;9.0;9.6;1.4;0.0
288;9.0;9.7;1.4;0.1
289;9.1;9.7;1.3;0.0
290;8.9;9.5;1.3;0.0
291;9.1;9.2;1.3;0.0
292;9.1;9.3;1.4;0.0
293;8.9;9.5;1.4;0.2
294;8.6;9.2;1.4;0.3
295;8.9;9.2;1.5;0.2
296;8.9;9.2;1.5;0.2
297;8.8;9.2;1.6;0.3
298;8.8;9.0;1.7;0.4
299;8.5;9.1;1.7;0.4
300;8.9;9.5;1.8;0.4
301;8.9;9.0;1.9;0.1
303;8.9;9.2;2.3;4.5
304;9.3;9.3;3.3;4.1
305;9.6;9.5;3.7;3.8
306;9.7;9.8;4.1;3.7
307;10.0;9.7;4.7;3.4
309;11.1;10.7;5.0;2.3
310;11.7;10.8;5.0;1.7
311;11.7;11.3;5.0;1.7
312;11.9;11.0;5.0;1.3
313;12.7;11.3;5.0;0.8
314;12.5;11.3;5.0;0.6
315;13.6;12.4;5.0;-0.1
316;13.9;12.4;4.9;-0.5
317;14.1;12.6;4.8;-0.9
318;14.5;12.6;4.7;-0.9
319;14.7;13.0;4.5;-1.2
321;15.5;13.8;3.9;-1.7
322;15.5;13.8;3.5;-1.8
323;15.6;14.2;3.3;-2.1
325;15.9;14.5;2.7;-2.2
326;15.8;14.2;2.3;-2.3
327;15.5;14.5;1.8;-2.3
328;15.2;14.2;1.4;-1.7
329;15.0;14.0;1.2;-1.6
330;14.7;13.8;0.8;-1.1
331;14.4;13.5;0.7;-0.8
333;13.3;13.1;0.6;0.0
334;13.1;12.9;0.7;0.3
335;12.7;12.7;0.7;0.7
336;12.4;12.5;1.0;1.0
337;11.7;12.3;1.2;1.3
338;12.1;12.3;1.3;1.3
340;11.6;12.0;2.0;1.8
341;12.0;12.1;2.2;1.4
342;11.6;12.0;2.5;1.8
343;11.9;12.3;2.8;1.5
344;12.1;12.4;3.0;1.5
345;12.2;12.6;3.4;1.1
346;12.4;12.6;3.5;1.0
347;12.8;12.7;3.7;0.6
348;12.6;12.7;3.7;0.6
349;12.9;12.9;3.9;0.3
350;13.2;13.3;4.0;0.3
351;13.5;13.7;4.0;0.0
352;13.7;13.8;3.9;-0.3
353;14.0;13.8;3.9;-0.4
354;14.5;14.1;3.8;-1.0
355;14.5;14.2;3.7;-1.1
356;14.8;14.3;3.5;-1.1
357;14.9;14.4;3.1;-1.4
358;15.0;14.4;2.9;-1.5
359;14.9;14.7;2.7;-1.6
360;14.9;14.7;2.5;-1.4
361;15.2;15.1;2.2;-1.7
362;15.1;14.6;2.0;-1.6
363;14.7;14.5;1.6;-1.0
364;14.5;14.4;1.4;-1.1
365;14.4;14.7;1.3;-0.9
366;14.2;14.2;1.1;-0.5
367;13.7;14.0;1.0;-0.2
369;13.0;13.4;1.1;0.4
370;13.1;13.4;1.1;0.5
371;12.7;13.2;1.3;0.7
372;12.7;13.2;1.3;0.9
373;12.5;13.2;1.5;1.0
374;12.2;12.8;1.7;1.1
375;12.0;13.1;2.0;1.2
376;12.3;12.8;2.2;1.1
377;12.1;12.8;2.4;1.3
378;12.3;13.0;2.6;1.1
379;12.3;13.1;2.8;1.1
380;12.3;12.9;3.0;1.1
381;12.7;13.3;3.2;0.7
382;12.9;13.6;3.3;0.5
383;13.2;13.4;3.4;0.2
384;13.0;13.7;3.4;0.5
385;13.3;13.8;3.5;0.2
386;13.6;13.9;3.4;-0.2
387;14.0;14.4;3.4;-0.5
388;14.4;14.2;3.3;-0.5
389;14.1;14.2;3.2;-0.6
390;14.4;14.4;3.1;-0.9
391;14.5;14.7;3.0;-0.8
393;14.5;14.7;2.5;-1.0
394;14.5;14.8;2.3;-1.0
395;14.2;15.1;2.2;-1.1
396;14.5;14.6;2.1;-1.0
397;14.4;14.7;1.9;-0.9
398;14.3;15.0;1.8;-0.8
399;13.7;14.5;1.6;-0.9
400;13.9;14.5;1.5;-0.3
401;13.7;14.4;1.5;-0.4
402;13.7;13.9;1.4;0.0
403;13.5;13.8;1.4;0.1
405;13.0;14.0;1.5;0.6
406;12.9;13.6;1.6;0.5
407;12.9;13.8;1.7;0.6
408;12.1;13.5;1.8;0.5
409;12.6;13.5;1.9;0.8
410;12.7;13.4;2.1;0.8
411;12.7;13.4;2.3;0.7
412;13.0;13.7;2.5;0.9
413;12.6;13.5;2.6;0.8
414;12.8;13.6;2.8;0.6
415;13.0;13.5;2.9;0.4
417;13.4;14.1;3.0;0.0
418;13.0;13.9;3.0;0.4
419;13.5;14.0;3.1;0.0
420;13.1;14.2;3.1;0.3
421;13.7;14.3;3.0;-0.3
423;13.9;14.6;2.9;-0.4
424;14.0;14.2;2.8;-0.6
425;14.0;14.7;2.7;-0.7
426;14.6;14.9;2.6;-0.8
427;14.2;14.7;2.4;-0.7
429;14.6;14.8;2.2;-1.1
430;13.9;14.8;2.1;-0.9
431;14.0;14.7;2.0;-0.5
432;14.1;14.7;1.9;-0.6
433;14.0;14.4;1.8;-0.5
435;13.4;14.3;1.7;-0.2
436;13.4;14.1;1.7;0.0
437;13.3;14.2;1.7;0.0
438;13.1;14.2;1.7;0.1
439;12.9;14.2;1.8;0.3
441;12.9;13.8;1.9;0.2
442;12.9;13.7;2.0;0.5
443;12.9;13.7;2.1;0.5
444;12.9;13.8;2.1;0.5
445;13.1;13.7;2.2;0.3
446;12.9;13.7;2.3;0.5
447;12.9;13.8;2.4;0.5
448;13.1;13.9;2.5;0.3
449;13.1;14.0;2.6;0.3
450;13.2;13.6;2.6;0.2
451;13.4;14.2;2.7;0.4
452;12.8;13.9;2.7;0.1
453;13.3;14.1;2.8;0.1
454;13.5;14.3;2.8;0.0
455;13.5;14.2;2.7;0.0
456;13.7;14.2;2.7;-0.2
457;13.5;14.4;2.7;0.0
459;13.9;14.4;2.5;-0.5
460;13.9;14.5;2.5;-0.4
461;14.1;14.8;2.4;-0.5
462;14.0;14.8;2.4;-0.5
463;14.2;14.3;2.3;-0.4
464;14.2;14.4;2.2;-0.7
465;13.9;14.5;2.1;-0.2
466;13.8;14.6;2.0;-0.3
467;13.9;14.6;1.9;-0.3
468;13.4;14.7;1.9;-0.1
469;13.7;14.3;1.9;-0.2
470;13.2;14.1;1.9;-0.1
471;13.5;14.3;1.9;0.0
472;13.7;14.3;1.9;0.0
473;13.2;14.1;1.9;0.0
474;13.3;14.1;1.9;0.1
475;13.3;14.1;2.0;0.1
476;13.2;14.0;2.0;0.3
477;13.2;14.0;2.1;0.2
478;13.2;14.1;2.2;0.2
479;13.4;14.0;2.3;0.0
480;13.0;14.1;2.3;2.0
481;13.1;13.9;2.3;0.5
482;13.6;14.0;2.4;0.4
483;13.3;14.2;2.5;0.1
484;13.1;13.8;2.5;0.3
485;13.3;14.1;2.5;-0.1
486;13.3;14.0;2.5;0.1
487;13.2;14.1;2.5;0.2
488;13.6;14.2;2.5;-0.1
489;13.5;14.5;2.5;-0.1
490;13.6;14.3;2.5;0.0
491;13.9;14.6;2.5;-0.4
492;13.6;14.4;2.5;-0.1
493;13.3;14.4;2.4;-0.2
495;13.9;14.4;2.4;-0.2
496;13.7;14.4;2.3;-0.3
497;13.7;14.4;2.3;-0.1
498;13.4;14.3;2.3;-0.2
499;13.8;14.2;2.2;-0.2
501;13.6;14.3;2.1;-0.1
502;13.8;14.6;2.1;-0.3
503;13.9;14.6;2.1;0.0
504;13.3;14.3;2.1;0.1
505;13.6;14.4;2.1;-0.1
506;13.5;13.9;2.0;0.0
507;13.7;14.2;2.0;0.0
508;13.4;14.3;2.1;0.0
509;13.3;14.2;2.1;0.2
510;13.3;14.0;2.1;0.2
511;13.3;13.9;2.1;0.3
512;13.4;14.2;2.2;0.4
513;13.4;14.3;2.2;0.0
514;13.1;14.1;2.3;0.3
515;13.3;14.2;2.3;-0.1
516;13.3;13.9;2.3;0.0
517;13.2;14.1;2.3;0.1
518;13.2;14.2;2.3;0.0
519;13.3;14.0;2.4;0.1
520;13.2;14.2;2.4;0.1
521;13.6;14.2;2.4;0.0
522;13.5;14.1;2.4;0.0
523;13.7;14.4;2.4;-0.2
524;13.4;14.2;2.5;0.0
525;13.7;14.5;2.4;-0.2
526;13.5;14.4;2.4;0.0
527;13.5;14.2;2.4;-0.3
528;13.4;14.4;2.3;-0.2
529;13.7;14.2;2.3;-0.4
532;13.6;14.3;2.2;-0.1
533;13.7;14.3;2.2;-0.1
534;13.6;14.3;2.2;0.1
535;13.6;14.3;2.2;-0.1
537;13.6;14.4;2.2;-0.2
538;13.5;14.4;2.1;0.0
539;13.2;14.1;2.1;0.2
540;13.5;14.2;2.1;0.0
541;13.3;14.3;2.1;0.1
543;13.3;14.2;2.1;0.1
544;13.4;14.1;2.1;0.1
545;13.2;14.5;2.1;0.2
546;13.5;14.2;2.2;0.2
547;13.3;14.0;2.2;0.1
548;13.5;14.2;2.2;0.0
549;13.6;14.4;2.2;0.2
550;13.4;14.0;2.3;0.0
551;13.1;14.1;2.3;0.3
552;13.4;14.1;2.3;0.0
553;13.4;14.3;2.3;0.0
554;13.2;14.0;2.3;0.0
555;14.0;14.1;2.3;-0.2
556;13.6;13.8;2.3;0.1
557;13.4;14.2;2.3;0.0
558;13.9;14.4;2.4;0.1
560;13.5;14.2;2.4;0.0
561;13.6;14.3;2.4;0.0
562;13.5;14.3;2.4;0.0
563;13.6;14.4;2.4;-0.1
564;13.7;14.3;2.4;0.0
565;13.4;14.4;2.3;-0.1
566;13.4;14.4;2.3;-0.4
567;13.7;14.2;2.3;-0.1
568;13.8;13.9;2.3;-0.1
569;13.4;14.6;2.3;-0.1
570;13.5;14.4;2.2;-0.3
571;13.6;14.6;2.2;-0.1
573;13.6;14.4;2.1;-0.1
574;13.7;14.5;2.1;0.0
575;13.6;14.4;2.1;0.0
576;13.4;14.4;2.1;0.0
577;13.6;14.3;2.1;0.0
579;13.5;14.4;2.1;0.0
580;13.2;14.3;2.2;0.2
581;13.5;14.2;2.2;-0.3
582;13.3;14.3;2.2;0.0
583;13.3;14.3;2.2;0.0
585;13.2;14.1;2.2;0.1
586;13.5;14.4;2.3;-0.1
587;13.4;14.2;2.3;0.0
588;13.5;14.2;2.3;0.1
589;13.4;14.2;2.3;0.1
591;13.4;14.1;2.3;0.0
592;13.7;14.0;2.3;0.1
593;13.0;14.5;2.3;-0.2
594;13.5;14.3;2.3;0.0
595;13.4;14.0;2.3;-0.3
596;13.6;14.4;2.3;0.0
597;13.5;14.0;2.3;0.0
598;13.5;14.5;2.3;0.0
599;13.5;14.3;2.3;0.0
600;13.1;14.5;2.3;-0.1
601;13.3;14.1;2.3;0.0
602;13.7;14.5;2.3;0.0
603;13.3;14.4;2.3;0.1
604;13.6;14.4;2.2;0.0
605;13.7;14.2;2.2;-0.1
607;13.5;14.1;2.2;-0.2
609;13.4;14.5;2.2;0.0
