tempoExperimento;alturaTanque1;alturaTanque2;tensaoBomba;erro
250;10.4;9.6;0.5;-1.2
251;9.5;9.5;0.3;-0.5
252;9.2;9.3;0.3;-0.1
253;8.8;8.8;0.2;0.3
254;8.2;8.6;0.2;-3.3
255;7.9;8.3;0.4;1.0
256;7.6;8.1;0.5;1.1
257;7.5;8.1;0.7;1.7
259;7.2;7.7;1.4;1.9
260;7.3;7.8;1.7;1.7
261;7.6;7.7;1.9;2.0
262;7.8;7.7;2.4;1.3
263;7.9;7.9;2.6;1.2
265;8.2;8.4;3.1;0.9
266;8.3;8.6;3.2;0.4
267;9.0;8.8;3.3;0.1
268;9.2;8.9;3.3;0.3
269;10.0;9.1;3.3;-0.8
271;10.1;9.3;3.2;-0.9
272;10.1;9.7;3.1;-0.9
273;10.7;9.8;2.9;-1.1
274;10.5;9.9;2.5;-1.5
275;11.0;10.1;2.3;-1.5
277;10.8;9.8;1.8;-1.7
278;11.3;9.9;1.5;-1.3
279;10.7;9.7;1.2;-1.6
280;10.4;9.7;0.8;-1.2
281;10.3;9.5;0.6;-1.0
283;9.7;9.4;0.4;-0.5
284;8.9;9.2;0.3;0.2
285;8.7;9.1;0.3;0.4
286;8.5;8.7;0.4;0.8
287;8.0;8.6;0.5;1.2
289;7.7;8.1;0.9;1.4
290;7.4;7.9;1.1;1.6
291;7.3;7.9;1.3;1.7
292;7.4;7.9;1.6;1.4
293;7.5;8.0;1.8;1.6
295;7.3;8.2;2.4;1.0
296;8.0;8.3;2.7;0.9
297;8.3;8.2;2.8;0.9
298;8.8;8.3;3.0;0.3
299;9.0;8.8;3.1;0.1
301;9.5;9.0;3.1;-0.3
302;9.4;9.4;3.1;-0.2
303;9.5;9.7;3.0;-0.7
304;10.5;9.6;2.8;-1.2
305;10.4;9.8;2.6;-1.2
307;10.5;9.9;2.3;-1.6
308;10.2;10.0;2.0;-1.3
309;11.0;10.1;1.8;-1.4
310;10.7;9.9;1.4;-1.3
311;10.6;10.1;1.1;-1.4
313;10.0;9.8;0.7;-0.8
314;10.3;9.6;0.6;-0.6
315;9.5;9.3;0.5;-0.3
316;8.9;9.3;0.4;0.2
317;8.8;9.1;0.4;0.3
319;8.6;8.7;0.6;0.5
320;8.0;8.5;0.7;1.1
321;7.9;8.4;0.8;1.2
322;7.9;8.3;1.2;1.4
323;7.6;8.1;1.4;1.7
325;7.4;8.2;1.9;1.7
326;7.8;8.3;2.1;1.3
327;8.1;8.2;2.3;1.2
328;8.2;8.5;2.7;0.9
329;7.9;8.5;2.8;1.2
331;8.9;9.0;3.0;0.2
332;9.5;9.0;3.0;-0.3
333;9.3;9.3;3.0;-0.3
334;9.2;9.4;3.0;-0.3
335;9.6;9.5;3.0;-0.4
336;10.2;9.6;2.9;-0.9
337;10.1;9.6;2.6;-0.9
338;10.5;9.8;2.5;-1.3
339;10.7;9.9;2.9;2.7
340;11.2;10.4;3.7;2.3
341;11.0;10.6;4.1;2.2
343;11.6;10.5;4.7;1.6
344;11.4;11.3;5.0;2.0
345;12.4;11.3;5.0;1.2
346;12.9;11.4;5.0;0.8
347;13.1;12.1;5.0;0.1
349;13.3;12.6;5.0;0.1
350;14.8;12.4;4.9;-0.8
351;14.1;12.9;4.9;-0.8
352;14.8;13.4;4.6;-1.3
353;15.2;13.1;4.4;-1.7
355;15.5;14.1;3.8;-2.0
356;15.8;14.1;3.5;-2.3
357;16.0;14.4;3.1;-2.5
358;16.0;14.6;2.4;-2.4
359;15.7;14.7;2.0;-2.2
361;15.9;14.4;1.4;-2.1
362;15.5;14.2;1.0;-2.0
363;14.8;14.2;0.7;-1.7
364;14.2;13.5;0.3;-0.9
365;13.4;13.4;0.2;-0.2
367;12.9;12.6;0.1;0.5
368;12.4;12.2;0.2;1.3
369;11.9;11.9;0.4;1.4
370;11.2;11.3;0.8;2.2
371;11.1;11.4;1.2;2.3
373;10.7;11.5;1.8;2.5
374;10.9;11.3;2.3;2.5
375;10.7;11.5;2.6;2.4
376;10.9;11.6;3.2;2.0
377;11.4;11.7;3.6;1.9
379;12.0;12.1;4.3;1.4
380;12.2;11.9;4.4;1.5
381;12.5;12.0;4.7;1.0
382;13.4;12.6;5.0;0.0
383;12.8;12.7;5.0;0.0
385;13.8;13.6;4.9;-0.3
386;14.9;13.5;4.9;-0.9
387;14.5;13.9;4.7;-1.0
388;15.3;14.1;4.4;-1.8
389;15.3;14.6;4.1;-1.8
391;15.8;15.3;3.4;-2.3
392;15.8;15.4;3.1;-2.7
393;16.1;15.1;2.8;-2.7
394;16.2;15.3;2.1;-2.5
395;15.7;15.2;1.6;-2.4
397;15.5;14.9;1.0;-2.1
398;15.2;14.7;0.7;-1.7
399;14.6;14.6;0.4;-1.0
400;13.6;13.8;0.1;-0.1
401;12.9;13.2;0.1;0.2
403;12.6;12.7;0.2;0.8
404;11.8;12.2;0.4;1.4
405;11.5;12.0;0.6;1.7
406;11.4;11.8;1.1;2.0
407;10.8;11.8;1.5;2.6
409;10.1;11.9;2.1;2.2
410;10.7;11.8;2.7;2.4
411;10.9;12.0;2.9;2.2
412;11.5;11.9;3.6;2.0
413;12.0;12.2;3.9;1.9
415;11.9;12.5;4.5;1.5
416;12.0;12.8;4.7;1.0
417;12.7;12.7;4.9;0.7
418;13.3;13.3;5.0;0.1
419;13.5;13.4;5.0;-0.2
421;14.4;14.1;4.9;-0.9
422;14.9;14.6;4.6;-1.3
423;15.2;14.6;4.5;-1.4
424;15.6;15.1;4.1;-2.1
425;15.6;15.2;3.7;-2.1
427;16.1;15.4;3.0;-2.6
428;15.8;15.5;2.8;-2.3
429;16.2;15.5;2.3;-2.7
430;15.8;15.5;1.6;-0.3
431;15.6;15.3;1.2;-2.1
433;15.2;15.0;0.6;-1.7
434;14.4;14.5;0.4;-1.2
435;14.3;14.3;0.2;-0.6
436;13.3;13.9;0.0;0.1
437;12.5;13.0;0.1;0.9
439;12.0;12.3;0.4;1.4
440;11.4;12.4;0.7;2.1
441;11.2;12.0;0.9;2.2
442;11.0;11.9;1.5;2.4
443;11.0;11.8;1.9;2.4
445;11.0;12.0;2.6;2.4
446;11.2;11.9;3.1;2.2
447;11.4;12.0;3.4;2.4
448;11.4;11.8;3.9;1.7
449;11.9;12.5;4.3;1.3
451;13.1;12.8;4.8;0.7
452;12.9;12.7;4.9;0.5
453;13.5;13.4;5.0;0.2
454;14.0;13.4;5.0;-0.5
457;14.5;14.6;4.7;-1.0
458;15.1;15.0;4.5;-1.4
459;15.5;15.2;4.2;-1.8
460;15.3;15.4;3.7;-1.8
461;16.0;15.5;3.3;-2.5
463;16.0;15.8;2.6;-2.5
464;16.1;15.6;2.2;-2.6
465;15.8;15.8;1.9;-2.3
466;15.5;15.5;1.2;-2.0
467;15.1;15.1;0.8;-1.9
469;14.4;14.8;0.4;-1.3
470;13.9;14.4;0.2;-0.4
471;13.3;13.8;0.1;0.1
472;12.8;13.2;0.1;0.6
473;12.3;12.8;0.2;1.1
475;11.4;12.3;0.5;1.8
476;11.1;12.2;0.9;2.1
477;11.0;12.0;1.2;2.4
478;10.9;12.0;1.9;2.6
479;11.1;12.0;2.3;2.5
481;10.8;12.1;2.9;2.1
482;11.1;12.0;3.4;2.0
483;11.5;12.1;3.7;1.9
484;12.2;12.3;4.3;1.5
485;12.2;12.6;4.6;1.2
487;12.4;13.1;4.9;0.5
488;13.0;13.2;5.0;0.1
489;13.9;13.4;5.0;0.0
491;14.2;14.1;4.9;-1.0
493;14.7;14.8;4.5;-1.2
494;15.4;14.8;4.3;-1.9
495;15.2;15.0;4.0;-2.0
496;15.5;15.3;3.4;-2.0
497;15.8;15.6;3.0;-2.3
499;16.1;15.9;2.4;-2.4
500;16.0;15.5;1.9;-2.5
501;15.5;15.4;1.5;-2.0
502;15.2;15.5;1.2;-2.1
503;15.2;15.1;0.8;-2.0
505;14.5;14.5;0.2;-0.8
506;13.7;13.9;0.1;-0.2
507;13.1;13.6;0.0;0.3
508;12.3;12.9;0.2;1.1
509;11.9;12.4;0.3;1.6
511;11.4;12.0;0.9;2.3
512;10.8;11.9;1.2;2.6
513;10.8;11.8;1.5;2.6
514;11.0;11.8;1.9;2.8
515;11.0;11.8;2.3;2.4
516;11.1;11.9;2.7;2.0
517;11.6;12.0;3.3;1.8
518;11.4;12.2;3.7;2.0
519;11.5;11.8;4.0;1.9
520;12.0;12.3;4.6;1.9
521;12.1;12.5;4.8;1.3
523;12.9;13.2;5.0;0.3
524;13.3;13.4;5.0;-0.2
525;13.7;13.6;5.0;-0.2
526;14.8;14.1;4.9;-0.8
527;14.7;14.2;4.8;-1.2
529;14.8;14.9;4.5;-1.6
530;15.4;14.8;4.1;-1.9
531;15.7;15.1;3.9;-1.9
532;15.5;15.2;3.4;-2.0
533;15.7;15.2;3.0;-2.2
535;16.1;15.4;2.2;-2.5
536;15.8;15.3;1.8;-2.3
537;15.5;15.6;1.4;-2.0
539;15.3;14.9;0.8;-1.8
541;13.9;14.3;0.2;-0.7
542;13.5;13.7;0.1;0.1
543;13.0;13.5;0.1;0.4
544;12.2;12.8;0.3;1.2
545;11.6;12.4;0.5;1.7
547;11.3;12.0;0.9;2.1
548;11.1;12.1;1.2;2.0
549;11.0;12.0;1.6;2.3
550;11.3;11.9;2.2;2.1
551;11.1;11.9;2.7;2.3
553;11.7;12.3;3.2;2.1
554;11.7;12.3;3.7;1.7
555;11.6;12.2;3.9;1.7
556;12.5;12.6;4.4;1.2
557;12.7;12.3;4.6;1.1
559;13.5;13.5;5.0;0.4
560;13.6;13.6;5.0;0.3
561;13.9;13.6;5.0;-0.1
562;13.9;14.0;4.9;-0.6
563;14.8;14.4;4.8;-0.7
564;14.7;14.5;4.6;-1.2
565;15.1;14.7;4.4;-1.6
566;15.3;15.3;4.1;-2.0
567;15.9;15.3;3.7;-2.1
568;15.7;15.4;3.3;-2.2
569;15.9;15.5;2.9;-2.4
571;16.1;15.7;2.1;-2.6
572;15.8;15.6;1.8;-2.1
573;15.6;15.5;1.4;-2.0
574;15.4;15.3;1.1;-1.9
575;14.7;15.0;0.6;-1.4
577;13.9;14.3;0.2;-0.6
578;13.7;13.9;0.1;-0.2
579;13.0;13.4;0.1;0.3
580;12.1;12.9;0.3;1.0
581;12.1;12.6;0.5;1.6
583;11.3;12.3;0.9;2.0
584;11.5;12.2;1.3;2.2
585;11.2;12.1;1.5;2.4
586;11.2;12.2;2.2;2.2
587;11.3;12.2;2.6;2.1
589;11.2;12.2;3.2;2.0
590;11.6;12.3;3.6;1.8
591;12.0;12.3;3.8;1.5
592;11.8;12.7;4.3;1.2
593;12.5;12.6;4.6;0.8
595;13.3;13.1;4.9;0.4
596;13.1;13.4;5.0;0.2
597;13.8;13.7;5.0;0.1
598;14.2;14.3;4.9;-0.6
599;14.9;14.4;4.8;-1.2
601;15.2;14.8;4.4;-1.7
603;15.7;15.4;3.6;-2.2
604;15.7;15.3;3.3;-2.2
605;16.0;15.2;2.9;-2.3
607;16.0;15.7;2.2;-2.5
608;15.7;15.6;1.9;-2.2
609;15.6;15.3;1.5;-2.0

